datetime,WS,TEMP,HUMI,RN
202309201600,5.3,20.2,96.0,20.1
202309201700,4.8,20.0,97.0,19.4
202309201800,0.6,20.0,95.0,15.0
202309201900,1.4,19.7,96.0,30.9
202309202000,1.4,19.4,96.0,34.7
202309202100,2.6,19.3,97.0,12.1
202309202200,2.5,19.3,96.0,1.7
202309202300,1.8,19.3,96.0,0.6
202309210000,1.4,19.2,96.0,0.0
202309210100,2.4,19.1,96.0,0.8
202309210200,1.7,19.0,96.0,0.5
202309210300,2.9,18.7,96.0,0.2
202309210400,2.1,18.3,95.0,0.6
202309210500,3.8,17.2,94.0,0.4
202309210600,1.8,16.5,94.0,0.2
202309210700,1.8,16.5,94.0,0.3
202309210800,1.5,17.5,93.0,0.0
202309210900,2.0,17.6,90.0,0.0
202309211000,1.4,18.7,90.0,0.0
202309211100,0.9,19.7,85.0,0.0
202309211200,1.7,19.8,85.0,0.0
202309211300,2.2,20.7,78.0,-9.0
202309211400,1.6,20.2,81.0,-9.0
202309211500,1.4,20.6,82.0,-9.0
202309211600,0.9,21.4,71.0,-9.0
202309211700,0.4,20.5,79.0,-9.0
202309211800,0.8,19.9,84.0,-9.0
202309211900,1.3,19.2,84.0,-9.0
202309212000,1.0,18.6,82.0,-9.0
202309212100,0.9,17.5,89.0,-9.0
202309212200,0.6,17.2,92.0,-9.0
202309212300,0.6,16.9,92.0,-9.0
202309220000,1.6,16.2,94.0,-9.0
202309220100,1.1,15.7,95.0,-9.0
202309220200,1.1,15.8,95.0,-9.0
202309220300,0.8,15.4,95.0,-9.0
202309220400,1.1,15.2,95.0,-9.0
202309220500,0.4,15.2,96.0,-9.0
202309220600,0.0,15.3,96.0,-9.0
202309220700,0.5,15.5,96.0,-9.0
202309220800,0.3,15.9,95.0,-9.0
202309220900,0.6,16.9,92.0,-9.0
202309221000,0.2,17.9,88.0,-9.0
202309221100,0.6,20.1,83.0,-9.0
202309221200,1.3,22.3,70.0,-9.0
202309221300,1.8,23.3,55.0,-9.0
202309221400,1.6,22.6,57.0,-9.0
202309221500,3.1,24.3,45.0,-9.0
202309221600,0.9,24.9,49.0,-9.0
202309221700,1.2,23.9,52.0,-9.0
202309221800,1.0,21.1,63.0,-9.0
202309221900,0.6,20.1,72.0,-9.0
202309222000,1.1,18.6,81.0,-9.0
202309222100,0.7,17.5,85.0,-9.0
202309222200,1.7,16.6,89.0,-9.0
202309222300,0.7,16.4,90.0,-9.0
202309230000,0.0,15.8,92.0,-9.0
202309230100,1.0,15.1,93.0,-9.0
202309230200,0.8,15.0,94.0,-9.0
202309230300,0.0,14.7,95.0,-9.0
202309230400,0.0,14.4,95.0,-9.0
202309230500,0.0,14.3,95.0,-9.0
202309230600,0.0,14.4,95.0,-9.0
202309230700,0.0,14.6,95.0,-9.0
202309230800,0.6,16.4,89.0,-9.0
202309230900,1.6,18.2,81.0,-9.0
202309231000,1.6,21.2,74.0,-9.0
202309231100,0.4,22.0,67.0,-9.0
202309231200,4.3,23.2,57.0,-9.0
202309231300,4.4,23.7,56.0,-9.0
202309231400,3.3,25.2,50.0,-9.0
202309231500,3.1,23.7,58.0,-9.0
202309231600,3.6,24.6,56.0,-9.0
202309231700,1.5,23.2,58.0,-9.0
202309231800,1.3,22.5,63.0,-9.0
202309231900,1.8,21.6,68.0,-9.0
202309232000,2.3,21.0,65.0,-9.0
202309232100,2.4,20.1,66.0,-9.0
202309232200,2.2,20.2,61.0,-9.0
202309232300,2.4,19.6,66.0,-9.0
202309240000,1.6,19.1,68.0,-9.0
202309240100,2.2,18.7,73.0,-9.0
202309240200,2.6,18.8,73.0,-9.0
202309240300,2.1,18.7,72.0,-9.0
202309240400,2.1,18.3,72.0,-9.0
202309240500,2.3,17.7,74.0,-9.0
202309240600,1.5,17.2,76.0,-9.0
202309240700,0.8,16.8,79.0,-9.0
202309240800,0.3,19.6,70.0,-9.0
202309240900,2.5,21.6,58.0,-9.0
202309241000,2.6,23.1,50.0,-9.0
202309241100,3.9,23.8,48.0,-9.0
202309241200,3.8,24.4,43.0,-9.0
202309241300,3.9,24.9,45.0,-9.0
202309241400,5.2,24.8,46.0,-9.0
202309241500,3.3,24.7,48.0,-9.0
202309241600,4.7,24.6,46.0,-9.0
202309241700,4.2,23.5,49.0,-9.0
202309241800,2.2,22.4,50.0,-9.0
202309241900,2.0,21.2,57.0,-9.0
202309242000,3.5,20.9,56.0,-9.0
202309242100,4.3,20.5,56.0,-9.0
202309242200,4.3,19.6,61.0,-9.0
202309242300,4.6,19.6,61.0,-9.0
202309250000,4.9,19.3,64.0,-9.0
202309250100,3.8,19.2,65.0,-9.0
202309250200,2.3,19.1,67.0,-9.0
202309250300,1.3,18.7,70.0,-9.0
202309250400,1.1,18.4,74.0,-9.0
202309250500,1.7,18.7,71.0,-9.0
202309250600,0.6,18.0,81.0,0.0
202309250700,3.7,18.5,74.0,-9.0
202309250800,2.0,19.0,73.0,-9.0
202309250900,0.4,20.1,71.0,0.0
202309251000,1.2,21.6,64.0,0.0
202309251100,3.2,23.1,61.0,-9.0
202309251200,2.5,24.7,56.0,-9.0
202309251300,2.2,25.5,53.0,-9.0
202309251400,0.8,26.4,55.0,-9.0
202309251500,1.3,25.8,53.0,-9.0
202309251600,1.8,24.6,61.0,-9.0
202309251700,1.5,24.2,66.0,0.0
202309251800,1.5,23.2,72.0,0.0
202309251900,0.9,23.0,71.0,0.0
202309252000,0.1,21.5,84.0,0.1
202309252100,0.5,20.6,93.0,1.3
202309252200,1.5,19.9,94.0,2.3
202309252300,0.3,20.1,95.0,0.2
202309260000,0.7,20.0,96.0,0.1
202309260100,0.5,19.8,95.0,0.1
202309260200,0.9,19.7,96.0,0.7
202309260300,0.9,19.6,95.0,0.9
202309260400,0.3,19.6,96.0,2.2
202309260500,1.4,19.4,96.0,6.7
202309260600,1.7,19.3,96.0,7.8
202309260700,0.0,19.3,96.0,6.6
202309260800,2.1,19.1,96.0,3.1
202309260900,2.5,19.2,96.0,2.2
202309261000,2.6,19.3,96.0,2.1
202309261100,1.2,19.6,96.0,2.3
202309261200,1.3,20.0,96.0,0.4
202309261300,1.3,20.8,94.0,-9.0
202309261400,0.3,21.1,93.0,-9.0
202309261500,1.7,22.0,90.0,0.0
202309261600,2.4,21.9,90.0,-9.0
202309261700,3.1,21.5,90.0,-9.0
202309261800,1.2,21.1,94.0,0.1
202309261900,1.9,20.8,95.0,0.0
202309262000,1.2,20.7,95.0,-9.0
202309262100,1.5,20.9,94.0,-9.0
202309262200,0.9,20.8,94.0,-9.0
202309262300,1.5,20.9,92.0,-9.0
202309270000,1.7,21.0,91.0,-9.0
202309270100,1.5,20.8,92.0,-9.0
202309270200,0.6,20.7,93.0,-9.0
202309270300,1.3,20.7,93.0,0.0
202309270400,1.9,20.5,95.0,0.1
202309270500,2.3,20.7,95.0,0.0
202309270600,1.8,20.7,94.0,-9.0
202309270700,0.0,20.7,96.0,0.1
202309270800,1.0,20.9,96.0,1.1
202309270900,1.3,21.2,95.0,0.1
202309271000,2.7,21.3,92.0,-9.0
202309271100,2.0,21.3,92.0,0.0
202309271200,0.6,22.3,92.0,0.0
202309271300,2.0,23.2,80.0,-9.0
202309271400,2.0,23.2,77.0,-9.0
202309271500,2.4,23.2,81.0,-9.0
202309271600,1.9,23.5,79.0,-9.0
202309271700,2.3,22.5,80.0,-9.0
202309271800,1.6,22.0,84.0,-9.0
202309271900,0.1,21.8,85.0,-9.0
202309272000,0.2,21.5,86.0,-9.0
202309272100,1.0,21.3,85.0,-9.0
202309272200,1.0,21.1,86.0,-9.0
202309272300,1.8,20.9,86.0,-9.0
202309280000,0.2,20.6,88.0,-9.0
202309280100,1.3,20.5,88.0,-9.0
202309280200,1.4,20.5,88.0,-9.0
202309280300,0.0,20.3,89.0,-9.0
202309280400,0.9,20.3,88.0,-9.0
202309280500,1.4,20.0,90.0,-9.0
202309280600,1.0,19.9,91.0,-9.0
202309280700,0.7,20.0,90.0,-9.0
202309280800,0.5,20.6,89.0,-9.0
202309280900,2.1,22.6,69.0,-9.0
202309281000,1.4,24.2,62.0,-9.0
202309281100,2.3,24.2,63.0,-9.0
202309281200,2.2,25.4,56.0,-9.0
202309281300,2.6,25.9,55.0,-9.0
202309281400,2.0,25.9,58.0,-9.0
202309281500,2.2,26.5,55.0,-9.0
202309281600,1.9,26.3,59.0,-9.0
202309281700,2.3,25.7,56.0,-9.0
202309281800,2.1,23.8,67.0,-9.0
202309281900,2.6,21.9,79.0,-9.0
202309282000,1.3,20.8,83.0,-9.0
202309282100,2.0,20.8,80.0,-9.0
202309282200,0.2,19.4,86.0,-9.0
202309282300,0.2,18.8,87.0,-9.0
202309290000,0.1,18.3,89.0,-9.0
202309290100,1.1,17.9,92.0,-9.0
202309290200,0.8,18.1,91.0,-9.0
202309290300,1.0,18.3,91.0,-9.0
202309290400,1.2,18.0,92.0,-9.0
202309290500,0.6,17.7,93.0,-9.0
202309290600,1.5,17.8,92.0,-9.0
202309290700,0.8,17.7,92.0,-9.0
202309290800,0.5,18.2,87.0,-9.0
202309290900,1.3,19.9,80.0,-9.0
202309291000,1.2,21.1,75.0,-9.0
202309291100,1.0,21.4,72.0,-9.0
202309291200,1.2,22.4,67.0,-9.0
202309291300,1.0,23.6,62.0,-9.0
202309291400,0.8,23.9,55.0,-9.0
202309291500,1.4,24.6,45.0,-9.0
202309291600,2.4,24.2,47.0,-9.0
202309291700,1.7,22.2,58.0,-9.0
202309291800,1.6,21.1,60.0,-9.0
202309291900,1.3,20.6,69.0,-9.0
202309292000,1.3,19.7,74.0,-9.0
202309292100,0.4,19.0,77.0,-9.0
202309292200,0.4,18.9,76.0,-9.0
202309292300,2.3,18.4,81.0,-9.0
202309300000,1.5,18.1,82.0,-9.0
202309300100,1.1,18.1,82.0,-9.0
202309300200,0.3,17.9,81.0,-9.0
202309300300,1.7,16.7,89.0,0.9
202309300400,0.0,15.0,92.0,2.2
202309300500,0.5,14.7,93.0,0.9
202309300600,2.4,14.6,92.0,0.3
202309300700,1.6,14.5,90.0,0.0
202309300800,0.8,15.1,91.0,-9.0
202309300900,1.0,17.3,77.0,-9.0
202309301000,0.8,18.7,68.0,-9.0
202309301100,0.9,20.5,61.0,-9.0
202309301200,1.1,21.7,53.0,-9.0
202309301300,1.1,23.5,54.0,-9.0
202309301400,2.3,23.4,56.0,-9.0
202309301500,2.3,22.7,64.0,-9.0
202309301600,2.9,21.8,65.0,-9.0
202309301700,1.9,21.6,64.0,-9.0
202309301800,1.6,20.6,70.0,-9.0
202309301900,1.7,19.6,74.0,-9.0
202309302000,2.0,18.9,80.0,-9.0
202309302100,2.5,18.3,83.0,-9.0
202309302200,1.4,18.0,86.0,-9.0
202309302300,1.3,17.9,87.0,-9.0
202310010000,0.9,17.0,90.0,-9.0
202310020000,0.0,13.5,78.0,-9.0
202310020100,0.9,12.9,84.0,-9.0
202310020200,1.5,12.5,86.0,-9.0
202310020300,0.8,12.2,88.0,-9.0
202310020400,1.4,11.9,89.0,-9.0
202310020500,1.2,11.4,91.0,-9.0
202310020600,0.9,11.2,93.0,-9.0
202310020700,1.1,11.3,92.0,-9.0
202310020800,0.5,13.7,81.0,-9.0
202310020900,0.4,16.2,69.0,-9.0
202310021000,1.0,18.4,62.0,-9.0
202310021100,1.0,20.6,56.0,-9.0
202310021200,2.2,21.8,41.0,-9.0
202310021300,1.8,22.5,37.0,-9.0
202310021400,1.5,23.2,40.0,-9.0
202310021500,2.3,23.3,39.0,-9.0
202310021600,1.9,22.7,30.0,-9.0
202310021700,1.9,21.9,36.0,-9.0
202310021800,1.7,20.1,42.0,-9.0
202310021900,0.9,17.8,55.0,-9.0
202310022000,1.9,16.1,66.0,-9.0
202310022100,1.6,15.5,68.0,-9.0
202310022200,1.0,14.3,76.0,-9.0
202310022300,1.3,13.6,81.0,-9.0
202310030000,0.8,12.9,84.0,-9.0
202310030100,1.6,12.3,87.0,-9.0
202310030200,1.5,11.9,88.0,-9.0
202310030300,1.1,11.5,90.0,-9.0
202310030400,0.0,11.3,91.0,-9.0
202310030500,0.9,11.3,91.0,-9.0
202310030600,0.5,11.4,91.0,-9.0
202310030700,1.5,12.0,88.0,-9.0
202310030800,0.2,13.6,81.0,-9.0
202310030900,0.4,15.4,76.0,-9.0
202310031000,0.2,16.7,68.0,-9.0
202310031100,1.0,17.9,61.0,-9.0
202310031200,0.8,18.3,65.0,-9.0
202310031300,0.2,18.3,60.0,-9.0
202310031400,1.4,18.6,61.0,-9.0
202310031500,1.3,19.1,64.0,-9.0
202310031600,0.3,20.4,57.0,-9.0
202310031700,0.1,19.7,61.0,-9.0
202310031800,0.9,18.1,69.0,-9.0
202310031900,1.0,16.3,80.0,-9.0
202310032000,0.5,15.4,85.0,-9.0
202310032100,0.0,14.7,88.0,-9.0
202310032200,1.1,13.9,91.0,-9.0
202310032300,0.0,13.7,92.0,-9.0
202310040000,1.1,13.0,93.0,-9.0
202310040100,0.0,12.8,94.0,-9.0
202310040200,0.0,12.3,94.0,-9.0
202310040300,1.0,11.8,95.0,-9.0
202310040400,1.1,11.6,95.0,-9.0
202310040500,0.0,11.5,96.0,-9.0
202310040600,0.4,11.1,96.0,-9.0
202310040700,0.5,11.1,96.0,-9.0
202310040800,0.1,13.1,89.0,-9.0
202310040900,0.0,15.8,80.0,-9.0
202310041000,1.3,18.2,69.0,-9.0
202310041100,1.0,20.9,60.0,-9.0
202310041200,1.5,21.9,58.0,-9.0
202310041300,2.2,22.5,54.0,-9.0
202310041400,1.8,22.9,52.0,-9.0
202310041500,1.1,23.2,51.0,-9.0
202310041600,3.1,23.2,48.0,-9.0
202310041700,2.2,21.9,55.0,-9.0
202310041800,1.7,21.1,57.0,-9.0
202310041900,1.9,20.3,61.0,-9.0
202310042000,1.6,19.8,67.0,-9.0
202310042100,1.9,19.0,75.0,-9.0
202310042200,3.1,19.2,75.0,-9.0
202310042300,3.1,18.8,70.0,-9.0
202310050000,4.1,18.1,59.0,-9.0
202310050100,2.8,17.0,55.0,-9.0
202310050200,3.8,15.3,40.0,-9.0
202310050300,2.9,14.2,34.0,-9.0
202310050400,5.0,14.1,29.0,-9.0
202310050500,3.8,13.6,30.0,-9.0
202310050600,4.4,12.7,35.0,-9.0
202310050700,2.4,11.5,41.0,-9.0
202310050800,4.4,13.3,38.0,-9.0
202310050900,3.7,14.3,33.0,-9.0
202310051000,2.8,15.1,32.0,-9.0
202310051100,3.6,15.9,30.0,-9.0
202310051200,3.0,17.1,30.0,-9.0
202310051300,3.1,18.0,31.0,-9.0
202310051400,3.0,18.9,31.0,-9.0
202310051500,2.4,19.4,32.0,-9.0
202310051600,4.0,18.8,34.0,-9.0
202310051700,3.5,17.1,38.0,-9.0
202310051800,2.9,14.5,49.0,-9.0
202310051900,1.2,13.2,53.0,-9.0
202310052000,1.1,12.4,60.0,-9.0
202310052100,0.9,12.5,61.0,-9.0
202310052200,0.6,12.3,67.0,-9.0
202310052300,0.9,11.6,66.0,-9.0
202310060000,1.4,11.4,67.0,-9.0
202310060100,0.7,11.6,56.0,-9.0
202310060200,0.1,11.3,61.0,-9.0
202310060300,0.6,10.9,71.0,-9.0
202310060400,0.9,10.5,74.0,-9.0
202310060500,1.3,9.9,78.0,-9.0
202310060600,1.2,9.6,80.0,-9.0
202310060700,1.2,9.4,82.0,-9.0
202310060800,0.4,11.9,68.0,-9.0
202310060900,1.0,13.7,60.0,-9.0
202310061000,1.5,16.1,44.0,-9.0
202310061100,0.5,18.0,40.0,-9.0
202310061200,1.1,18.9,38.0,-9.0
202310061300,1.5,19.5,37.0,-9.0
202310061400,2.3,20.1,36.0,-9.0
202310061500,1.6,20.7,35.0,-9.0
202310061600,2.0,20.0,36.0,-9.0
202310061700,2.2,18.6,43.0,-9.0
202310061800,1.0,16.8,49.0,-9.0
202310061900,1.7,15.6,55.0,-9.0
202310062000,1.9,14.8,62.0,-9.0
202310062100,0.0,15.3,53.0,-9.0
202310062200,0.8,14.9,55.0,-9.0
202310062300,1.6,14.0,67.0,-9.0
202310070000,0.3,13.7,70.0,-9.0
202310070100,1.1,13.3,73.0,-9.0
202310070200,1.0,12.5,78.0,-9.0
202310070300,0.8,11.9,80.0,-9.0
202310070400,1.4,11.5,82.0,-9.0
202310070500,0.0,10.9,86.0,-9.0
202310070600,0.3,10.7,86.0,-9.0
202310070700,0.6,10.8,87.0,-9.0
202310070800,0.0,12.7,82.0,-9.0
202310070900,0.3,14.1,77.0,-9.0
202310071000,0.3,16.5,63.0,-9.0
202310071100,1.8,17.6,55.0,-9.0
202310071200,2.6,18.6,57.0,-9.0
202310071300,2.8,19.4,55.0,-9.0
202310071400,3.3,19.9,52.0,-9.0
202310071500,3.1,19.8,55.0,-9.0
202310071600,2.0,19.6,58.0,-9.0
202310071700,2.6,19.0,58.0,-9.0
202310071800,1.5,18.2,62.0,-9.0
202310071900,0.3,17.4,67.0,-9.0
202310072000,0.3,16.9,71.0,-9.0
202310072100,0.8,16.5,75.0,-9.0
202310072200,2.8,16.9,71.0,-9.0
202310072300,1.1,16.6,70.0,-9.0
202310080000,0.8,16.1,75.0,-9.0
202310080100,0.7,15.9,73.0,-9.0
202310080200,3.0,16.4,69.0,-9.0
202310080300,1.1,15.4,78.0,-9.0
202310080400,1.0,15.0,81.0,-9.0
202310080500,1.2,14.9,82.0,-9.0
202310080600,1.3,14.9,81.0,-9.0
202310080700,0.4,14.9,82.0,-9.0
202310080800,0.3,15.9,79.0,-9.0
202310080900,0.0,17.3,69.0,-9.0
202310081000,2.0,18.2,65.0,-9.0
202310081100,3.0,18.6,65.0,-9.0
202310081200,3.1,18.9,61.0,-9.0
202310081300,2.7,19.6,61.0,-9.0
202310081400,2.4,19.9,59.0,-9.0
202310081500,2.1,20.2,54.0,-9.0
202310081600,4.0,20.7,46.0,-9.0
202310081700,4.5,19.1,46.0,-9.0
202310081800,2.9,18.7,46.0,-9.0
202310081900,2.3,18.0,53.0,-9.0
202310082000,2.4,17.6,56.0,-9.0
202310082100,1.4,16.9,58.0,-9.0
202310082200,1.6,16.0,63.0,-9.0
202310082300,1.4,15.7,65.0,-9.0
202310090000,1.1,14.9,71.0,-9.0
202310090100,1.6,14.1,78.0,-9.0
202310090200,1.1,13.6,78.0,-9.0
202310090300,0.4,13.5,79.0,-9.0
202310090400,0.3,13.1,82.0,-9.0
202310090500,0.1,13.0,83.0,-9.0
202310090600,0.3,13.2,84.0,-9.0
202310090700,0.7,13.3,85.0,-9.0
202310090800,0.0,14.4,81.0,-9.0
202310090900,0.1,17.0,68.0,-9.0
202310091000,0.3,18.9,62.0,-9.0
202310091100,0.7,20.0,58.0,-9.0
202310091200,1.0,20.7,55.0,-9.0
202310091300,0.9,21.2,54.0,-9.0
202310091400,2.3,20.6,62.0,-9.0
202310091500,0.7,22.0,53.0,-9.0
202310091600,1.8,21.6,51.0,-9.0
202310091700,1.7,20.1,64.0,-9.0
202310091800,1.9,19.4,63.0,-9.0
202310091900,2.2,17.4,78.0,-9.0
202310092000,2.1,17.3,74.0,-9.0
202310092100,1.9,17.3,74.0,-9.0
202310092200,1.5,16.9,76.0,-9.0
202310092300,1.2,16.5,77.0,-9.0
202310100000,0.8,15.3,84.0,-9.0
202310100100,1.1,14.6,88.0,-9.0
202310100200,1.8,14.5,89.0,-9.0
202310100300,2.3,13.3,91.0,-9.0
202310100400,1.9,13.0,93.0,-9.0
202310100500,1.5,12.9,93.0,-9.0
202310100600,1.9,12.6,91.0,-9.0
202310100700,0.8,12.1,93.0,-9.0
202310100800,0.1,15.0,80.0,-9.0
202310100900,1.7,16.3,72.0,-9.0
202310101000,0.3,17.9,64.0,-9.0
202310101100,2.6,19.3,58.0,-9.0
202310101200,2.2,20.1,53.0,-9.0
202310101300,2.1,21.2,49.0,-9.0
202310101400,2.5,21.5,46.0,-9.0
202310101500,1.5,22.3,44.0,-9.0
202310101600,1.6,21.3,49.0,-9.0
202310101700,0.9,19.8,54.0,-9.0
202310101800,1.5,18.2,64.0,-9.0
202310101900,1.2,17.0,73.0,-9.0
202310102000,0.7,16.4,72.0,-9.0
202310102100,0.4,15.6,76.0,-9.0
202310102200,0.3,14.7,81.0,-9.0
202310102300,0.0,14.1,84.0,-9.0
202310110000,1.4,13.4,87.0,-9.0
202310110100,0.0,13.0,90.0,-9.0
202310110200,1.3,12.4,91.0,-9.0
202310110300,0.2,12.2,93.0,-9.0
202310110400,1.4,11.8,93.0,-9.0
202310110500,0.9,11.4,94.0,-9.0
202310110600,0.3,11.4,94.0,-9.0
202310110700,1.8,11.1,93.0,-9.0
202310110800,0.0,13.4,87.0,-9.0
202310110900,0.8,16.7,70.0,-9.0
202310111000,3.6,19.8,53.0,-9.0
202310111100,4.6,21.1,45.0,-9.0
202310111200,3.3,22.1,46.0,-9.0
202310111300,2.3,23.4,37.0,-9.0
202310111400,1.8,22.8,31.0,-9.0
202310111500,1.2,23.6,30.0,-9.0
202310111600,1.8,23.4,29.0,-9.0
202310111700,0.8,21.3,36.0,-9.0
202310111800,1.3,19.6,41.0,-9.0
202310111900,1.3,18.2,50.0,-9.0
202310112000,1.8,15.7,64.0,-9.0
202310112100,1.7,14.8,69.0,-9.0
202310112200,1.4,13.9,74.0,-9.0
202310112300,1.4,13.2,76.0,-9.0
202310120000,1.2,12.7,80.0,-9.0
202310120100,1.7,12.1,84.0,-9.0
202310120200,1.5,11.5,87.0,-9.0
202310120300,0.6,11.3,88.0,-9.0
202310120400,0.7,11.1,90.0,-9.0
202310120500,0.1,10.4,91.0,-9.0
202310120600,0.0,9.9,92.0,-9.0
202310120700,0.6,10.0,92.0,-9.0
202310120800,0.4,12.4,81.0,-9.0
202310120900,0.4,15.1,71.0,-9.0
202310121000,1.3,17.9,60.0,-9.0
202310121100,0.8,19.5,50.0,-9.0
202310121200,2.1,21.7,41.0,-9.0
202310121300,2.4,22.2,39.0,-9.0
202310121400,2.0,23.1,35.0,-9.0
202310121500,2.0,23.3,30.0,-9.0
202310121600,1.7,22.6,32.0,-9.0
202310121700,1.2,21.0,40.0,-9.0
202310121800,1.8,18.5,51.0,-9.0
202310121900,1.3,16.6,62.0,-9.0
202310122000,0.0,16.1,61.0,-9.0
202310122100,0.0,15.3,68.0,-9.0
202310122200,1.1,14.4,74.0,-9.0
202310122300,0.2,14.2,73.0,-9.0
202310130000,0.9,13.8,78.0,-9.0
202310130100,0.0,13.3,81.0,-9.0
202310130200,1.8,12.9,84.0,-9.0
202310130300,0.3,12.4,86.0,-9.0
202310130400,0.8,12.7,86.0,-9.0
202310130500,1.0,12.5,87.0,-9.0
202310130600,0.9,12.2,88.0,-9.0
202310130700,0.0,12.1,89.0,-9.0
202310130800,0.4,14.0,80.0,-9.0
202310130900,0.3,16.0,69.0,-9.0
202310131000,0.7,19.0,56.0,-9.0
202310131100,1.5,21.1,48.0,-9.0
202310131200,1.6,22.0,40.0,-9.0
202310131300,0.7,22.7,37.0,-9.0
202310131400,2.8,21.3,46.0,-9.0
202310131500,2.2,21.0,52.0,-9.0
202310131600,1.9,20.2,51.0,-9.0
202310131700,1.1,19.2,57.0,-9.0
202310131800,1.2,18.3,59.0,-9.0
202310131900,1.0,17.2,69.0,-9.0
202310132000,1.3,16.6,70.0,-9.0
202310132100,1.0,15.7,79.0,-9.0
202310132200,1.0,15.1,80.0,-9.0
202310132300,0.8,14.4,83.0,-9.0
202310140000,0.2,13.5,86.0,-9.0
202310140100,0.8,12.8,88.0,-9.0
202310140200,1.5,12.2,91.0,-9.0
202310140300,0.0,11.9,92.0,-9.0
202310140400,1.6,11.4,90.0,-9.0
202310140500,0.9,11.0,93.0,-9.0
202310140600,0.7,10.9,93.0,-9.0
202310140700,0.8,11.3,92.0,-9.0
202310140800,0.4,12.3,88.0,-9.0
202310140900,0.3,14.4,77.0,-9.0
202310141000,0.5,15.4,74.0,-9.0
202310141100,1.3,17.3,64.0,-9.0
202310141200,0.9,20.3,49.0,-9.0
202310141300,2.6,20.1,54.0,-9.0
202310141400,1.7,21.4,47.0,-9.0
202310141500,2.9,20.2,54.0,-9.0
202310141600,1.0,21.4,47.0,-9.0
202310141700,2.1,19.3,52.0,-9.0
202310141800,1.7,18.2,59.0,0.0
202310141900,3.0,15.1,73.0,0.0
202310142000,1.3,14.3,78.0,-9.0
202310142100,0.8,13.8,87.0,0.0
202310142200,1.1,13.4,90.0,-9.0
202310142300,0.6,12.8,92.0,-9.0
202310150000,1.4,12.7,93.0,-9.0
202310150100,1.8,12.2,94.0,-9.0
202310150200,0.8,12.0,94.0,-9.0
202310150300,0.3,11.5,94.0,-9.0
202310150400,0.7,11.2,94.0,-9.0
202310150500,0.9,11.3,94.0,-9.0
202310150600,0.0,11.1,95.0,-9.0
202310150700,0.2,10.6,95.0,-9.0
202310150800,0.0,12.2,91.0,-9.0
202310150900,1.7,13.7,83.0,-9.0
202310151000,1.1,17.6,73.0,-9.0
202310151100,1.6,18.4,61.0,-9.0
202310151200,3.0,19.9,54.0,-9.0
202310151300,4.0,19.6,54.0,-9.0
202310151400,2.4,19.0,59.0,-9.0
202310151500,2.2,20.6,57.0,-9.0
202310151600,3.5,20.8,54.0,-9.0
202310151700,2.8,18.2,49.0,-9.0
202310151800,1.4,16.5,58.0,-9.0
202310151900,1.8,15.4,66.0,-9.0
202310152000,0.8,14.5,71.0,-9.0
202310152100,1.0,13.9,78.0,-9.0
202310152200,1.4,13.8,79.0,-9.0
202310152300,0.6,13.3,84.0,-9.0
202310160000,0.5,13.3,86.0,-9.0
202310160100,0.2,13.0,89.0,-9.0
202310160200,1.0,12.5,89.0,-9.0
202310160300,0.6,12.7,91.0,-9.0
202310160400,1.9,13.1,90.0,-9.0
202310160500,1.6,12.7,91.0,-9.0
202310160600,1.1,12.4,90.0,-9.0
202310160700,1.4,12.4,89.0,-9.0
202310160800,0.7,14.3,80.0,-9.0
202310160900,1.8,16.6,61.0,-9.0
202310161000,2.8,18.3,48.0,-9.0
202310161100,1.9,18.5,46.0,-9.0
202310161200,2.5,18.8,46.0,-9.0
202310161300,2.4,18.7,43.0,-9.0
202310161400,1.8,19.8,41.0,-9.0
202310161500,1.4,20.6,44.0,-9.0
202310161600,2.4,19.8,40.0,-9.0
202310161700,3.3,17.9,45.0,-9.0
202310161800,2.5,15.7,49.0,-9.0
202310161900,1.6,13.7,54.0,-9.0
202310162000,2.1,12.2,58.0,-9.0
202310162100,1.6,12.0,57.0,-9.0
202310162200,1.1,11.0,65.0,-9.0
202310162300,1.3,10.4,72.0,-9.0
202310170000,0.7,9.0,78.0,-9.0
202310170100,0.0,8.8,81.0,-9.0
202310170200,0.9,8.0,83.0,-9.0
202310170300,0.3,7.8,85.0,-9.0
202310170400,0.0,7.2,88.0,-9.0
202310170500,0.0,7.0,89.0,-9.0
202310170600,1.2,6.4,91.0,-9.0
202310170700,1.3,6.4,92.0,-9.0
202310170800,0.4,8.6,81.0,-9.0
202310170900,0.3,12.4,68.0,-9.0
202310171000,1.2,14.8,51.0,-9.0
202310171100,0.6,16.9,41.0,-9.0
202310171200,1.1,18.5,26.0,-9.0
202310171300,2.1,19.4,24.0,-9.0
202310171400,1.2,20.4,24.0,-9.0
202310171500,0.9,21.2,30.0,-9.0
202310171600,0.9,21.3,29.0,-9.0
202310171700,1.5,19.0,37.0,-9.0
202310171800,0.0,16.9,48.0,-9.0
202310171900,1.1,14.9,63.0,-9.0
202310172000,0.0,13.6,69.0,-9.0
202310172100,1.2,12.7,75.0,-9.0
202310172200,0.8,12.1,79.0,-9.0
202310172300,0.0,11.0,84.0,-9.0
202310180000,1.3,10.3,87.0,-9.0
202310180100,0.1,9.8,89.0,-9.0
202310180200,0.0,9.4,92.0,-9.0
202310180300,1.1,8.8,93.0,-9.0
202310180400,0.0,8.6,93.0,-9.0
