datetime,WS,TEMP,HUMI,RN
202303020000,2.0,2.1,38.0,-9.0
202303020100,3.2,2.0,40.0,-9.0
202303020200,3.5,1.7,42.0,-9.0
202303020300,3.6,1.1,42.0,-9.0
202303020400,3.6,0.6,31.0,-9.0
202303020500,4.4,0.1,28.0,-9.0
202303020600,2.2,-0.8,27.0,-9.0
202303020700,2.1,-1.4,31.0,-9.0
202303020800,1.9,0.4,26.0,-9.0
202303020900,3.8,2.1,21.0,-9.0
202303021000,2.7,3.1,18.0,-9.0
202303021100,4.0,3.9,17.0,-9.0
202303021200,3.3,4.8,18.0,-9.0
202303021300,3.3,6.3,16.0,-9.0
202303021400,2.7,6.5,16.0,-9.0
202303021500,3.1,7.0,14.0,-9.0
202303021600,3.5,7.5,15.0,-9.0
202303021700,3.0,6.4,13.0,-9.0
202303021800,4.0,4.6,15.0,-9.0
202303021900,3.5,3.0,23.0,-9.0
202303022000,1.5,1.4,26.0,-9.0
202303022100,0.5,0.6,30.0,-9.0
202303022200,1.4,-0.1,34.0,-9.0
202303022300,0.4,-0.3,35.0,-9.0
202303030000,1.6,-0.8,40.0,-9.0
202303030100,2.0,-1.4,44.0,-9.0
202303030200,0.1,-2.1,48.0,-9.0
202303030300,0.0,-2.6,50.0,-9.0
202303030400,0.9,-3.2,54.0,-9.0
202303030500,0.9,-3.5,53.0,-9.0
202303030600,0.0,-3.6,56.0,-9.0
202303030700,0.1,-4.1,59.0,-9.0
202303030800,0.0,-2.3,57.0,-9.0
202303030900,0.6,0.7,44.0,-9.0
202303031000,1.6,3.5,37.0,-9.0
202303031100,2.5,6.4,34.0,-9.0
202303031200,2.3,8.7,26.0,-9.0
202303031300,2.8,10.9,22.0,-9.0
202303031400,4.1,11.7,22.0,-9.0
202303031500,3.2,12.0,23.0,-9.0
202303031600,2.0,12.6,23.0,-9.0
202303031700,2.7,11.6,26.0,-9.0
202303031800,2.4,9.5,35.0,-9.0
202303031900,2.1,7.5,45.0,-9.0
202303032000,2.2,6.2,53.0,-9.0
202303032100,1.8,5.2,58.0,-9.0
202303032200,2.0,4.3,64.0,-9.0
202303032300,1.7,3.5,71.0,-9.0
202303040000,1.9,3.3,75.0,-9.0
202303040100,1.6,1.6,73.0,-9.0
202303040200,0.3,1.5,74.0,-9.0
202303040300,1.4,1.2,78.0,-9.0
202303040400,0.0,1.0,79.0,-9.0
202303040500,0.0,0.6,80.0,-9.0
202303040600,0.0,0.1,82.0,-9.0
202303040700,0.0,-0.4,85.0,-9.0
202303040800,0.0,0.3,82.0,-9.0
202303040900,0.0,3.6,74.0,-9.0
202303041000,1.9,5.5,63.0,-9.0
202303041100,2.3,7.7,57.0,-9.0
202303041200,1.8,9.1,52.0,-9.0
202303041300,1.3,11.1,45.0,-9.0
202303041400,0.9,12.4,35.0,-9.0
202303041500,1.7,13.3,31.0,-9.0
202303041600,0.9,13.3,30.0,-9.0
202303041700,1.5,13.4,25.0,-9.0
202303041800,1.3,11.7,31.0,-9.0
202303041900,1.9,9.3,41.0,-9.0
202303042000,0.0,8.2,41.0,-9.0
202303042100,0.0,7.3,35.0,-9.0
202303042200,0.0,6.7,36.0,-9.0
202303042300,1.4,5.8,38.0,-9.0
202303050000,0.0,4.7,43.0,-9.0
202303050100,1.7,3.2,50.0,-9.0
202303050200,0.0,2.4,51.0,-9.0
202303050300,0.0,1.9,55.0,-9.0
202303050400,0.0,0.8,59.0,-9.0
202303050500,0.0,0.3,62.0,-9.0
202303050600,0.0,0.1,63.0,-9.0
202303050700,0.0,-0.5,65.0,-9.0
202303050800,0.0,0.3,66.0,-9.0
202303050900,0.0,3.8,56.0,-9.0
202303051000,0.0,6.7,47.0,-9.0
202303051100,1.4,9.7,43.0,-9.0
202303051200,1.7,13.4,37.0,-9.0
202303051300,1.8,14.6,26.0,-9.0
202303051400,1.4,16.3,23.0,-9.0
202303051500,2.9,16.2,23.0,-9.0
202303051600,2.1,16.7,18.0,-9.0
202303051700,2.1,15.8,20.0,-9.0
202303051800,1.3,14.1,26.0,-9.0
202303051900,2.7,11.5,28.0,-9.0
202303052000,1.2,9.8,30.0,-9.0
202303052100,1.4,8.8,28.0,-9.0
202303052200,0.9,7.7,28.0,-9.0
202303052300,1.5,5.9,38.0,-9.0
202303060000,0.0,4.7,40.0,-9.0
202303060100,0.8,3.7,44.0,-9.0
202303060200,0.5,2.8,48.0,-9.0
202303060300,0.2,2.1,51.0,-9.0
202303060400,0.4,1.5,53.0,-9.0
202303060500,0.0,0.5,55.0,-9.0
202303060600,0.0,0.1,59.0,-9.0
202303060700,0.0,-0.3,63.0,-9.0
202303060800,0.1,0.8,60.0,-9.0
202303060900,0.0,4.3,53.0,-9.0
202303061000,0.9,7.8,43.0,-9.0
202303061100,2.0,11.7,30.0,-9.0
202303061200,2.6,14.6,17.0,-9.0
202303061300,4.5,15.2,19.0,-9.0
202303061400,3.8,16.3,17.0,-9.0
202303061500,4.7,16.5,14.0,-9.0
202303061600,2.3,17.3,14.0,-9.0
202303061700,2.6,15.1,17.0,-9.0
202303061800,2.3,13.4,22.0,-9.0
202303061900,0.7,11.3,25.0,-9.0
202303062000,2.1,10.5,33.0,-9.0
202303062100,2.2,9.4,37.0,-9.0
202303062200,2.5,8.7,48.0,-9.0
202303062300,0.0,7.1,50.0,-9.0
202303070000,0.0,5.8,56.0,-9.0
202303070100,0.0,5.0,55.0,-9.0
202303070200,0.0,4.7,58.0,-9.0
202303070300,0.0,4.1,61.0,-9.0
202303070400,0.0,3.6,63.0,-9.0
202303070500,0.0,3.9,67.0,-9.0
202303070600,0.0,3.7,64.0,-9.0
202303070700,0.0,3.6,65.0,-9.0
202303070800,0.0,4.3,65.0,-9.0
202303070900,0.0,7.8,53.0,-9.0
202303071000,0.7,11.1,40.0,-9.0
202303071100,2.4,16.0,30.0,-9.0
202303071200,3.8,17.7,29.0,-9.0
202303071300,3.2,19.3,28.0,-9.0
202303071400,3.8,20.4,27.0,-9.0
202303071500,4.7,20.0,22.0,-9.0
202303071600,4.1,19.0,24.0,-9.0
202303071700,3.5,17.9,28.0,-9.0
202303071800,2.1,16.4,31.0,-9.0
202303071900,2.2,15.2,32.0,-9.0
202303072000,2.5,14.0,38.0,-9.0
202303072100,2.2,13.3,37.0,-9.0
202303072200,2.4,13.0,37.0,-9.0
202303072300,3.1,13.1,36.0,-9.0
202303080000,2.4,12.3,36.0,-9.0
202303080100,1.9,12.0,35.0,-9.0
202303080200,2.6,12.2,34.0,-9.0
202303080300,1.6,10.2,40.0,-9.0
202303080400,1.9,8.6,47.0,-9.0
202303080500,0.0,8.4,45.0,-9.0
202303080600,0.0,7.8,46.0,-9.0
202303080700,0.3,8.4,43.0,-9.0
202303080800,0.9,9.4,45.0,-9.0
202303080900,3.7,14.3,27.0,-9.0
202303081000,4.1,16.3,23.0,-9.0
202303081100,6.1,17.7,21.0,-9.0
202303081200,2.2,19.3,21.0,-9.0
202303081300,1.8,20.6,18.0,-9.0
202303081400,2.8,20.6,16.0,-9.0
202303081500,3.5,20.5,19.0,-9.0
202303081600,1.5,20.7,20.0,-9.0
202303081700,1.7,20.0,23.0,-9.0
202303081800,2.6,17.8,29.0,-9.0
202303081900,0.8,16.1,33.0,-9.0
202303082000,0.0,14.7,38.0,-9.0
202303082100,0.0,14.2,44.0,-9.0
202303082200,0.0,12.8,46.0,-9.0
202303082300,0.0,12.1,50.0,-9.0
202303090000,1.4,11.8,53.0,-9.0
202303090100,0.0,12.0,54.0,-9.0
202303090200,1.8,11.8,56.0,-9.0
202303090300,1.1,11.3,62.0,-9.0
202303090400,0.0,10.5,66.0,-9.0
202303090500,1.4,10.1,68.0,-9.0
202303090600,0.0,10.5,72.0,-9.0
202303090700,3.2,10.8,71.0,-9.0
202303090800,2.3,12.7,68.0,-9.0
202303090900,2.5,13.8,67.0,-9.0
202303091000,3.6,15.1,63.0,-9.0
202303091100,2.7,16.8,59.0,-9.0
202303091200,2.5,17.6,55.0,-9.0
202303091300,2.2,18.7,50.0,-9.0
202303091400,3.2,19.1,44.0,-9.0
202303091500,4.7,19.2,45.0,-9.0
202303091600,2.5,19.6,39.0,-9.0
202303091700,1.4,19.1,41.0,-9.0
202303091800,1.8,16.5,46.0,-9.0
202303091900,1.5,14.9,48.0,-9.0
202303092000,1.9,13.4,36.0,-9.0
202303092100,0.0,12.6,45.0,-9.0
202303092200,2.0,11.4,62.0,-9.0
202303092300,0.0,10.1,65.0,-9.0
202303100000,0.0,9.4,66.0,-9.0
202303100100,0.0,8.5,67.0,-9.0
202303100200,0.0,7.7,75.0,-9.0
202303100300,0.0,6.6,79.0,-9.0
202303100400,0.0,5.9,77.0,-9.0
202303100500,0.0,5.3,78.0,-9.0
202303100600,0.0,4.8,82.0,-9.0
202303100700,0.0,4.2,85.0,-9.0
202303100800,0.0,5.6,82.0,-9.0
202303100900,0.0,8.9,69.0,-9.0
202303101000,0.0,12.1,50.0,-9.0
202303101100,0.0,15.4,37.0,-9.0
202303101200,0.6,19.7,24.0,-9.0
202303101300,1.9,22.5,11.0,-9.0
202303101400,2.5,23.7,11.0,-9.0
202303101500,3.2,23.8,16.0,-9.0
202303101600,1.6,23.4,21.0,-9.0
202303101700,1.5,22.7,24.0,-9.0
202303101800,1.3,21.4,27.0,-9.0
202303101900,2.4,19.2,24.0,-9.0
202303102000,1.4,17.4,35.0,-9.0
202303102100,2.6,15.9,41.0,-9.0
202303102200,1.3,15.3,43.0,-9.0
202303102300,0.0,14.4,45.0,-9.0
202303110000,1.8,13.2,49.0,-9.0
202303110100,0.0,12.0,52.0,-9.0
202303110200,0.0,11.6,52.0,-9.0
202303110300,0.0,10.6,57.0,-9.0
202303110400,0.0,9.6,61.0,-9.0
202303110500,0.6,8.9,66.0,-9.0
202303110600,0.0,8.0,69.0,-9.0
202303110700,0.8,7.8,70.0,-9.0
202303110800,0.3,8.7,67.0,-9.0
202303110900,0.0,12.5,55.0,-9.0
202303111000,1.5,15.7,43.0,-9.0
202303111100,2.2,20.7,23.0,-9.0
202303111200,3.6,22.6,14.0,-9.0
202303111300,3.7,23.2,13.0,-9.0
202303111400,2.5,24.6,11.0,-9.0
202303111500,3.3,24.4,12.0,-9.0
202303111600,1.2,24.0,12.0,-9.0
202303111700,1.9,22.6,12.0,-9.0
202303111800,1.9,21.3,13.0,-9.0
202303111900,1.0,19.7,14.0,-9.0
202303112000,1.1,18.3,16.0,-9.0
202303112100,1.6,17.6,18.0,-9.0
202303112200,0.0,16.0,23.0,-9.0
202303112300,1.8,14.8,27.0,-9.0
202303120000,0.0,14.4,26.0,-9.0
202303120100,0.0,13.9,30.0,-9.0
202303120200,1.3,13.2,37.0,-9.0
202303120300,1.9,12.2,41.0,-9.0
202303120400,1.8,12.0,48.0,-9.0
202303120500,0.0,12.4,48.0,-9.0
202303120600,0.0,12.0,49.0,-9.0
202303120700,0.0,12.2,49.0,-9.0
202303120800,1.8,9.9,79.0,-9.0
202303120900,1.8,9.4,91.0,3.2
202303121000,0.7,9.7,93.0,-9.0
202303121100,2.6,9.3,90.0,-9.0
202303121200,3.2,8.1,88.0,5.9
202303121300,4.0,6.8,90.0,-9.0
202303121400,1.6,6.0,86.0,-9.0
202303121500,1.8,6.0,85.0,3.3
202303121600,3.5,5.8,81.0,-9.0
202303121700,3.1,5.4,71.0,-9.0
202303121800,3.2,5.0,57.0,0.0
202303121900,5.0,3.5,42.0,-9.0
202303122000,3.6,2.3,47.0,-9.0
202303122100,4.7,1.5,46.0,-9.0
202303122200,2.8,1.3,47.0,-9.0
202303122300,2.6,0.8,43.0,-9.0
202303130000,3.7,0.4,40.0,-9.0
202303130100,5.0,0.1,39.0,-9.0
202303130200,3.7,-0.4,35.0,-9.0
202303130300,2.7,-0.8,32.0,-9.0
202303130400,2.3,-1.5,36.0,-9.0
202303130500,2.8,-1.3,35.0,-9.0
202303130600,1.7,-1.4,34.0,-9.0
202303130700,2.1,-2.3,39.0,-9.0
202303130800,2.3,0.1,31.0,-9.0
202303130900,2.5,1.7,28.0,-9.0
202303131000,2.8,3.1,27.0,-9.0
202303131100,1.0,5.7,22.0,-9.0
202303131200,2.3,6.3,19.0,-9.0
202303131300,3.9,7.2,21.0,-9.0
202303131400,1.9,8.8,19.0,-9.0
202303131500,3.7,8.7,23.0,-9.0
202303131600,3.2,8.7,26.0,-9.0
202303131700,4.0,7.7,28.0,-9.0
202303131800,3.1,6.4,28.0,-9.0
202303131900,2.4,5.4,29.0,-9.0
202303132000,1.7,4.6,35.0,-9.0
202303132100,2.2,4.0,41.0,-9.0
202303132200,1.5,3.2,47.0,-9.0
202303132300,1.4,3.2,46.0,-9.0
202303140000,1.3,2.7,48.0,-9.0
202303140100,1.4,2.4,50.0,-9.0
202303140200,2.2,2.7,50.0,-9.0
202303140300,0.4,2.2,50.0,-9.0
202303140400,0.4,1.8,54.0,-9.0
202303140500,0.0,1.2,56.0,-9.0
202303140600,0.0,0.9,51.0,-9.0
202303140700,0.8,0.0,61.0,-9.0
202303140800,0.0,2.2,57.0,-9.0
202303140900,0.3,6.0,37.0,-9.0
202303141000,0.9,8.6,25.0,-9.0
202303141100,1.4,13.3,16.0,-9.0
202303141200,2.5,15.0,11.0,-9.0
202303141300,2.2,16.0,14.0,-9.0
202303141400,3.7,16.6,12.0,-9.0
202303141500,2.8,16.9,15.0,-9.0
202303141600,2.5,17.4,15.0,-9.0
202303141700,2.3,17.1,18.0,-9.0
202303141800,2.2,15.3,25.0,-9.0
202303141900,1.9,13.5,36.0,-9.0
202303142000,1.7,11.9,44.0,-9.0
202303142100,2.0,10.7,53.0,-9.0
202303142200,2.7,10.1,58.0,-9.0
202303142300,1.9,9.1,62.0,-9.0
202303150000,1.7,8.1,65.0,-9.0
202303150100,2.0,6.4,70.0,-9.0
202303150200,1.2,5.5,73.0,-9.0
202303150300,0.0,5.0,75.0,-9.0
202303150400,0.8,4.6,74.0,-9.0
202303150500,1.9,4.3,78.0,-9.0
202303150600,1.0,3.5,79.0,-9.0
202303150700,0.7,3.6,79.0,-9.0
202303150800,0.0,6.5,69.0,-9.0
202303150900,1.5,12.1,57.0,-9.0
202303151000,3.5,15.7,46.0,-9.0
202303151100,3.6,17.6,39.0,-9.0
202303151200,3.4,18.5,36.0,-9.0
202303151300,3.7,18.6,35.0,-9.0
202303151400,4.2,18.7,37.0,-9.0
202303151500,3.1,18.3,39.0,-9.0
202303151600,3.0,18.3,43.0,-9.0
202303151700,3.2,16.7,51.0,-9.0
202303151800,2.7,15.7,54.0,-9.0
202303151900,2.1,13.9,63.0,-9.0
202303152000,1.5,12.5,67.0,-9.0
202303152100,1.3,11.6,70.0,-9.0
202303152200,4.8,9.4,66.0,-9.0
202303152300,4.2,8.6,62.0,-9.0
202303160000,2.6,7.2,41.0,-9.0
202303160100,3.1,5.8,36.0,-9.0
202303160200,2.5,4.5,41.0,-9.0
202303160300,3.2,3.5,39.0,-9.0
202303160400,3.5,2.7,36.0,-9.0
202303160500,2.4,2.0,36.0,-9.0
202303160600,2.6,1.6,38.0,-9.0
202303160700,0.5,1.1,39.0,-9.0
202303160800,0.0,3.1,34.0,-9.0
202303160900,3.0,5.2,23.0,-9.0
202303161000,2.3,7.1,20.0,-9.0
202303161100,2.7,7.6,17.0,-9.0
202303161200,3.7,9.1,14.0,-9.0
202303161300,2.3,9.8,13.0,-9.0
202303161400,2.7,11.6,12.0,-9.0
202303161500,3.5,11.3,10.0,-9.0
202303161600,3.2,11.0,9.0,-9.0
202303161700,3.9,10.0,11.0,-9.0
202303161800,2.8,8.6,17.0,-9.0
202303161900,2.3,6.9,22.0,-9.0
202303162000,2.1,6.0,24.0,-9.0
202303162100,2.9,5.3,23.0,-9.0
202303162200,1.7,4.7,27.0,-9.0
202303162300,1.9,4.5,28.0,-9.0
202303170000,0.9,3.9,31.0,-9.0
202303170100,2.0,3.5,38.0,-9.0
202303170200,1.4,3.0,43.0,-9.0
202303170300,0.3,2.3,47.0,-9.0
202303170400,0.0,2.5,48.0,-9.0
202303170500,1.1,2.3,52.0,-9.0
202303170600,1.0,2.7,50.0,-9.0
202303170700,1.1,2.5,52.0,-9.0
202303170800,1.5,3.5,49.0,-9.0
202303170900,1.8,3.9,45.0,-9.0
202303171000,1.5,5.1,39.0,-9.0
202303171100,0.4,6.7,34.0,-9.0
202303171200,1.2,8.8,27.0,-9.0
202303171300,1.1,11.0,21.0,-9.0
202303171400,0.6,12.3,19.0,-9.0
202303171500,0.1,12.0,18.0,-9.0
202303171600,1.7,12.0,20.0,-9.0
202303171700,0.0,12.0,21.0,-9.0
202303171800,0.1,11.6,24.0,-9.0
202303171900,0.8,10.3,29.0,-9.0
202303172000,1.7,9.3,33.0,-9.0
202303172100,0.0,9.1,33.0,-9.0
202303172200,0.0,8.9,35.0,-9.0
202303172300,0.9,8.6,38.0,-9.0
202303180000,0.2,7.9,39.0,-9.0
202303180100,0.0,7.4,38.0,-9.0
202303180200,0.0,7.1,34.0,-9.0
202303180300,0.0,6.9,39.0,-9.0
202303180400,0.0,6.0,40.0,-9.0
202303180500,1.8,4.9,46.0,-9.0
202303180600,0.2,5.2,44.0,-9.0
202303180700,0.0,5.0,49.0,-9.0
202303180800,0.0,5.5,50.0,-9.0
202303180900,2.0,8.4,34.0,-9.0
202303181000,1.8,9.9,31.0,-9.0
202303181100,1.8,11.5,25.0,-9.0
202303181200,2.9,12.9,17.0,-9.0
202303181300,3.7,13.7,17.0,-9.0
202303181400,2.3,14.1,18.0,-9.0
202303181500,2.4,16.5,16.0,-9.0
202303181600,4.5,15.4,15.0,-9.0
202303181700,4.5,13.9,17.0,-9.0
202303181800,4.8,11.9,21.0,-9.0
202303181900,3.7,10.1,29.0,-9.0
202303182000,3.3,8.9,33.0,-9.0
202303182100,2.6,7.8,40.0,-9.0
202303182200,2.9,6.6,43.0,-9.0
202303182300,0.0,5.9,43.0,-9.0
202303190000,1.7,5.0,45.0,-9.0
202303190100,0.8,4.8,46.0,-9.0
202303190200,0.0,3.6,52.0,-9.0
202303190300,1.7,3.2,57.0,-9.0
202303190400,0.4,2.9,58.0,-9.0
202303190500,0.0,2.0,64.0,-9.0
202303190600,0.5,0.7,70.0,-9.0
202303190700,0.0,0.4,73.0,-9.0
202303190800,0.0,3.2,65.0,-9.0
202303190900,0.0,6.1,52.0,-9.0
202303191000,0.6,8.7,45.0,-9.0
202303191100,2.1,11.8,33.0,-9.0
202303191200,1.8,12.7,28.0,-9.0
202303191300,2.6,14.0,22.0,-9.0
202303191400,2.3,15.4,18.0,-9.0
202303191500,2.4,16.8,16.0,-9.0
202303191600,2.8,16.4,18.0,-9.0
202303191700,1.3,16.2,18.0,-9.0
202303191800,1.2,14.6,22.0,-9.0
202303191900,1.8,12.1,28.0,-9.0
202303192000,2.0,10.1,32.0,-9.0
202303192100,1.9,9.4,37.0,-9.0
202303192200,1.3,8.3,40.0,-9.0
202303192300,1.7,7.1,44.0,-9.0
202303200000,0.5,6.0,49.0,-9.0
202303200100,1.2,5.0,54.0,-9.0
202303200200,1.0,4.4,55.0,-9.0
202303200300,0.1,3.7,58.0,-9.0
202303200400,1.6,2.9,61.0,-9.0
202303200500,0.6,2.6,63.0,-9.0
202303200600,0.1,2.3,65.0,-9.0
202303200700,1.0,1.9,69.0,-9.0
202303200800,0.6,4.1,62.0,-9.0
202303200900,0.3,7.0,54.0,-9.0
202303201000,0.8,11.0,38.0,-9.0
202303201100,2.1,14.2,21.0,-9.0
202303201200,2.2,16.4,19.0,-9.0
202303201300,0.8,18.1,21.0,-9.0
202303201400,2.3,18.1,18.0,-9.0
202303201500,2.0,19.5,20.0,-9.0
202303201600,1.8,18.9,19.0,-9.0
202303201700,2.0,17.9,20.0,-9.0
202303201800,1.8,15.2,26.0,-9.0
202303201900,2.9,12.9,29.0,-9.0
202303202000,1.7,11.5,31.0,-9.0
202303202100,3.0,10.9,28.0,-9.0
202303202200,3.0,10.5,29.0,-9.0
202303202300,2.1,10.0,32.0,-9.0
202303210000,2.2,9.4,32.0,-9.0
202303210100,1.6,9.2,33.0,-9.0
202303210200,0.6,7.4,42.0,-9.0
202303210300,1.1,6.4,42.0,-9.0
202303210400,0.0,5.5,48.0,-9.0
202303210500,0.6,4.6,50.0,-9.0
202303210600,1.1,4.0,56.0,-9.0
202303210700,1.4,3.9,58.0,-9.0
202303210800,0.0,6.5,53.0,-9.0
202303210900,0.0,9.5,44.0,-9.0
202303211000,0.0,13.1,36.0,-9.0
202303211100,1.4,16.8,22.0,-9.0
202303211200,2.4,19.1,16.0,-9.0
202303211300,2.3,20.6,17.0,-9.0
202303211400,2.3,21.9,17.0,-9.0
202303211500,1.7,22.8,17.0,-9.0
202303211600,1.5,22.6,17.0,-9.0
202303211700,1.0,23.1,17.0,-9.0
202303211800,1.9,21.9,17.0,-9.0
202303211900,1.6,18.8,21.0,-9.0
202303212000,1.2,17.0,26.0,-9.0
202303212100,0.2,16.2,25.0,-9.0
202303212200,1.4,14.2,32.0,-9.0
202303212300,0.2,13.4,36.0,-9.0
202303220000,0.6,12.1,43.0,-9.0
202303220100,0.0,10.7,44.0,-9.0
202303220200,0.0,10.1,47.0,-9.0
202303220300,0.0,9.2,50.0,-9.0
202303220400,0.0,8.5,53.0,-9.0
202303220500,0.0,8.0,57.0,-9.0
202303220600,0.9,7.4,60.0,-9.0
202303220700,0.3,7.0,63.0,-9.0
202303220800,0.4,9.9,52.0,-9.0
202303220900,0.2,12.0,49.0,-9.0
202303221000,0.6,16.5,41.0,-9.0
202303221100,1.6,19.2,36.0,-9.0
202303221200,2.4,21.6,32.0,-9.0
202303221300,2.9,23.7,33.0,-9.0
202303221400,2.6,24.2,35.0,-9.0
202303221500,1.9,25.0,35.0,-9.0
202303221600,1.8,24.1,36.0,-9.0
202303221700,2.9,23.6,39.0,-9.0
202303221800,2.4,22.7,44.0,-9.0
202303221900,2.7,21.8,40.0,-9.0
202303222000,1.6,20.6,48.0,-9.0
202303222100,0.6,19.9,48.0,-9.0
202303222200,1.8,19.4,40.0,-9.0
202303222300,0.0,18.6,41.0,-9.0
202303230000,1.2,18.3,41.0,-9.0
202303230100,0.4,17.9,41.0,-9.0
202303230200,0.1,15.7,83.0,-9.0
202303230300,2.4,13.7,90.0,1.1
202303230400,0.2,14.2,94.0,-9.0
202303230500,0.0,14.2,94.0,-9.0
202303230600,1.7,13.4,93.0,7.4
202303230700,0.1,13.1,94.0,-9.0
202303230800,0.0,13.1,94.0,-9.0
202303230900,0.9,13.4,94.0,2.8
202303231000,0.7,14.2,92.0,-9.0
202303231100,0.7,14.7,91.0,-9.0
202303231200,2.4,15.1,87.0,0.1
202303231300,2.4,16.7,77.0,-9.0
202303231400,2.4,18.1,71.0,-9.0
202303231500,0.0,18.8,66.0,0.0
202303231600,1.6,20.4,58.0,-9.0
202303231700,2.5,20.3,54.0,-9.0
202303231800,1.2,19.1,61.0,-9.0
202303231900,1.3,17.7,59.0,-9.0
202303232000,1.0,16.2,61.0,-9.0
202303232100,2.5,14.3,55.0,-9.0
202303232200,1.8,13.4,53.0,-9.0
202303232300,0.4,13.1,69.0,-9.0
202303240000,0.0,12.0,70.0,-9.0
202303240100,2.1,11.2,72.0,-9.0
202303240200,0.0,10.6,72.0,-9.0
202303240300,0.0,9.7,72.0,-9.0
202303240400,0.6,9.0,66.0,-9.0
202303240500,0.0,8.3,67.0,-9.0
202303240600,1.0,7.7,65.0,-9.0
202303240700,0.3,7.2,68.0,-9.0
202303240800,0.0,8.7,62.0,-9.0
202303240900,1.5,10.3,48.0,-9.0
202303241000,0.7,11.7,40.0,-9.0
202303241100,0.0,14.1,34.0,-9.0
202303241200,2.1,16.7,33.0,-9.0
202303241300,1.3,16.3,35.0,-9.0
202303241400,3.0,17.0,49.0,-9.0
202303241500,3.8,17.5,54.0,-9.0
202303241600,4.0,16.6,59.0,-9.0
202303241700,4.8,15.1,64.0,-9.0
202303241800,3.7,14.1,67.0,-9.0
202303241900,3.7,13.5,70.0,-9.0
202303242000,2.1,12.9,51.0,-9.0
202303242100,0.7,12.4,51.0,-9.0
202303242200,0.9,11.9,52.0,-9.0
202303242300,1.9,11.5,52.0,-9.0
202303250000,1.5,10.5,50.0,-9.0
202303250100,1.4,10.6,65.0,-9.0
202303250200,3.1,10.4,65.0,-9.0
202303250300,3.8,10.1,67.0,-9.0
202303250400,1.0,9.7,69.0,-9.0
202303250500,1.0,9.4,71.0,-9.0
202303250600,3.6,9.2,71.0,-9.0
202303250700,3.7,9.2,72.0,-9.0
202303250800,5.4,9.3,72.0,-9.0
202303250900,3.9,9.7,71.0,-9.0
202303251000,3.4,10.8,65.0,-9.0
202303251100,3.5,11.4,63.0,-9.0
202303251200,2.9,11.5,64.0,-9.0
202303251300,3.1,11.6,63.0,-9.0
202303251400,1.8,11.8,63.0,-9.0
202303251500,1.2,12.3,61.0,-9.0
202303251600,1.2,12.7,59.0,-9.0
202303251700,2.1,12.5,60.0,-9.0
202303251800,3.1,12.4,60.0,-9.0
202303251900,2.4,12.1,61.0,-9.0
202303252000,2.9,11.4,65.0,-9.0
202303252100,3.1,11.2,65.0,-9.0
202303252200,1.8,11.1,65.0,-9.0
202303252300,0.2,10.6,63.0,-9.0
202303260000,0.0,10.3,65.0,-9.0
202303260100,2.0,9.9,63.0,-9.0
202303260200,1.0,9.5,62.0,-9.0
202303260300,1.6,9.1,61.0,-9.0
202303260400,1.1,8.8,63.0,-9.0
202303260500,0.4,7.4,56.0,-9.0
202303260600,0.0,6.8,59.0,-9.0
202303260700,1.2,6.3,67.0,-9.0
202303260800,0.0,7.7,59.0,-9.0
202303260900,0.0,9.6,54.0,-9.0
202303261000,1.1,11.2,42.0,-9.0
202303261100,2.4,13.4,35.0,-9.0
202303261200,3.4,14.1,31.0,-9.0
202303261300,4.4,15.1,20.0,-9.0
202303261400,4.7,15.6,16.0,-9.0
202303261500,4.5,16.2,12.0,-9.0
202303261600,5.0,15.4,10.0,-9.0
202303261700,3.7,14.3,9.0,-9.0
202303261800,4.3,11.4,11.0,-9.0
202303261900,3.7,9.2,18.0,-9.0
202303262000,3.0,7.6,21.0,-9.0
202303262100,1.5,6.5,29.0,-9.0
202303262200,1.6,5.1,32.0,-9.0
202303262300,2.5,4.6,33.0,-9.0
202303270000,1.4,4.2,31.0,-9.0
202303270100,0.4,3.2,38.0,-9.0
202303270200,0.7,2.3,41.0,-9.0
202303270300,1.3,2.0,44.0,-9.0
202303270400,1.4,1.1,49.0,-9.0
202303270500,0.0,0.7,53.0,-9.0
202303270600,0.0,0.1,59.0,-9.0
202303270700,0.0,0.1,60.0,-9.0
202303270800,0.0,3.2,53.0,-9.0
202303270900,0.3,5.9,38.0,-9.0
202303271000,1.0,7.9,32.0,-9.0
202303271100,2.4,9.9,21.0,-9.0
202303271200,2.0,11.3,18.0,-9.0
202303271300,2.2,12.0,20.0,-9.0
202303271400,2.1,13.0,20.0,-9.0
202303271500,1.2,14.6,18.0,-9.0
202303271600,1.7,14.9,16.0,-9.0
202303271700,2.9,14.6,13.0,-9.0
202303271800,1.3,12.9,22.0,-9.0
202303271900,2.2,11.0,31.0,-9.0
202303272000,2.5,9.2,36.0,-9.0
202303272100,3.3,7.4,38.0,-9.0
202303272200,0.0,5.8,42.0,-9.0
202303272300,0.0,5.3,45.0,-9.0
202303280000,0.0,4.9,47.0,-9.0
202303280100,1.5,3.8,55.0,-9.0
202303280200,0.0,3.4,58.0,-9.0
202303280300,0.8,2.3,63.0,-9.0
202303280400,0.0,1.8,67.0,-9.0
202303280500,0.0,1.2,70.0,-9.0
202303280600,1.4,0.6,73.0,-9.0
202303280700,0.0,0.9,73.0,-9.0
202303280800,0.0,3.5,64.0,-9.0
202303280900,0.8,6.7,52.0,-9.0
